,molecule_chembl_id,canonical_smiles,mo_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,standard_value,Max Phase,approve_class
9603,CHEMBL1564209,O=C(CSc1n[nH]c(-c2ccco2)n1)Nc1sc2c(c1C(=O)Nc1ccccc1)CCCC2,inactive,479.587,4.9881,3,7,4.397769039,40015.75,0,non-approve
9604,CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,inactive,308.381,3.7878,0,2,4.301029996,50000,4,approve
9605,CHEMBL1525366,CCOC(=O)C1CCCN(C(=O)c2cc3ncc(Br)cn3n2)C1,inactive,381.23,1.9071,0,6,4.684427835,20681.03,0,non-approve
9606,CHEMBL1587920,CCCc1cc(-n2ccnc2)n2c(nc3ccccc32)c1C#N,inactive,301.353,3.49738,0,5,4.525796998,29799.09,0,non-approve
9607,CHEMBL1431555,CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1,intermediate,337.423,2.6499,1,4,5.299438187,5018.36,0,non-approve
9608,CHEMBL1392188,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)OCC(=O)NCc3ccco3)c2)cc1,inactive,428.466,2.86202,2,6,4.514183351,30606.71,0,non-approve
9609,CHEMBL1431650,O=C(NCc1ccco1)c1cc2ccccc2c(=O)o1,inactive,269.256,2.316,1,4,4.520318324,30177.39,0,non-approve
9610,CHEMBL1608989,O=C(Nc1ccc2oc(-c3ccc4ccccc4c3)nc2c1)c1cccs1,inactive,370.433,5.9618,1,4,4.556959616,27735.78,0,non-approve
9611,CHEMBL1328083,Cc1ccc(N/C=C2/C(=O)N(c3ccc4c(c3)OCO4)C(=O)c3ccccc32)cc1,inactive,398.418,4.36372,1,5,4.702429439,19841.32,0,non-approve
9612,CHEMBL3207950,CC(=N)/C(C#N)=C(/O)CSc1nnc(Cc2ccccc2F)n1N,inactive,346.391,2.18925,3,8,4.301029996,50000,0,non-approve
9613,CHEMBL1327977,O=C(COC(=O)CC1CCCC1)Nc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O,inactive,425.868,4.1774,1,5,4.652602845,22253.44,0,non-approve
9614,CHEMBL1312693,COc1ccc2nc3oc(C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cc3cc2c1,inactive,455.436,4.9708,0,5,4.811203652,15445.3,0,non-approve
9615,CHEMBL1972915,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],intermediate,554.972,4.68732,3,9,5.165232889,6835.45,0,non-approve
9616,CHEMBL1352844,Cc1ccc(-c2nn3c(C)nnc3s2)cc1NC(=O)c1ccc(-c2cccc(Cl)c2)o1,inactive,449.923,5.63534,1,7,4.301029996,50000,0,non-approve
9617,CHEMBL1334162,O=C(NC1CCS(=O)(=O)C1)c1c(NC(=O)C2COc3ccccc3O2)sc2c1CCCC2,inactive,476.576,2.3223,2,7,4.301029996,50000,0,non-approve
9618,CHEMBL1328182,Cc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1,inactive,380.407,4.0152,2,6,4.709280857,19530.76,0,non-approve
9619,CHEMBL1312859,COc1cc(NC(=O)COc2ccc(-n3cnnn3)cc2)c(OC)cc1Cl,intermediate,389.799,2.3504,1,8,5.080481035,8308.43,0,non-approve
9620,CHEMBL1331084,O=C(Nc1cnn(C23CC4CC(CC(C4)C2)C3)c1)c1cnn2c(C(F)(F)F)cc(-c3ccco3)nc12,intermediate,496.493,5.3822,1,7,5.438923673,3639.79,0,non-approve
9621,CHEMBL1999723,O=S(=O)(/N=C(/Sc1ccccc1)c1ccccc1)c1ccccc1,inactive,353.468,4.6144,0,3,4.991297653,10202.4,0,non-approve
9622,CHEMBL1368345,O=C(COC(=O)CCOc1ccccc1)NCc1ccco1,inactive,303.314,1.9081,1,5,4.77949312,16615.25,0,non-approve
9623,CHEMBL1392987,Cn1c(SCC(=O)Nc2ccc3c(c2)oc2ccccc23)nnc1-c1ccccc1,inactive,414.49,5.1123,1,6,4.301029996,50000,0,non-approve
9624,CHEMBL1492422,NC(Cc1ccc([N+](=O)[O-])cc1)=NOC(=O)c1ccc2ccccc2c1,inactive,349.346,3.4197,1,5,4.301029996,50000,0,non-approve
9625,CHEMBL1393131,O=C(O)c1cc(-c2ccco2)nc2ccc(Br)cc12,inactive,318.126,3.9555,1,3,4.322029888,47639.82,0,non-approve
9626,CHEMBL1374573,O=C(CSc1nc2scc(-c3ccco3)c2c(=O)n1-c1ccccc1)NCC1CCCO1,inactive,467.572,4.0945,1,8,4.520998562,30130.16,0,non-approve
9627,CHEMBL1353351,CC(NC(=O)CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1)c1ccccc1,inactive,475.492,5.2507,1,6,4.301029996,50000,0,non-approve
9628,CHEMBL1452952,Cc1oc(-c2ccc(Cl)cc2)cc1-c1nn2c(-c3ccoc3C)nnc2s1,intermediate,396.859,5.64304,0,7,5.557601767,2769.48,0,non-approve
9629,CHEMBL1510990,CCCn1c(N)c(-c2nc(-c3ccco3)c(C(=O)c3ccccc3)s2)c(=O)n(C)c1=O,inactive,436.493,3.1537,1,9,4.301029996,50000,0,non-approve
9630,CHEMBL1511067,Cc1cc(C)n2nc(SCc3cc(=O)oc4cc(O)ccc34)nc2n1,inactive,354.391,2.84544,1,8,4.994332252,10131.36,0,non-approve
9631,CHEMBL1531512,CCCCCCc1cc2cc(-c3nnc(-c4ccccc4)o3)c(=O)oc2cc1O,inactive,390.439,5.3384,1,6,4.45664441,34942.63,0,non-approve
9632,CHEMBL1603680,Cc1cc(Cl)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)cc1OCC(N)=O,inactive,398.824,2.04202,2,6,4.301029996,50000,0,non-approve
9633,CHEMBL522990,CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,inactive,382.397,2.9288,2,4,4.728492487,18685.62,0,non-approve
9634,CHEMBL1471823,CCOc1ccc(NC(=O)c2cc3cc4ccc(OC)cc4nc3o2)cc1,inactive,362.385,4.6406,1,5,4.325401352,47271.42,0,non-approve
9635,CHEMBL1531555,COc1ccccc1C(=O)Nc1nc(-c2cccs2)c(NC(C)=O)s1,inactive,373.459,4.0909,2,6,4.720834472,19018.03,0,non-approve
9636,CHEMBL1603599,O=S(=O)(NCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1,inactive,371.896,3.3985,1,6,4.865491399,13630.4,0,non-approve
9637,CHEMBL1432915,Cc1occc1-c1nnc(SCc2cc(=O)n3cc(Br)ccc3n2)n1C,inactive,432.303,3.44622,0,8,4.301029996,50000,0,non-approve
9638,CHEMBL1565048,COc1cccc(OCc2nnc(SCC(=O)NCc3ccco3)n2CCc2ccccc2)c1,inactive,478.574,4.1099,1,8,4.301029996,50000,0,non-approve
9639,CHEMBL1353787,CCOC(=O)c1cc2ccccc2n1CCN(CC)CC.Cl,inactive,288.391,3.1598,0,4,4.301029996,50000,0,non-approve
9640,CHEMBL1393680,Cc1ccc(NC(=O)/C(=C/c2cccc([N+](=O)[O-])c2)NC(=O)C2CCCCC2)c(C)c1,inactive,421.497,4.88774,2,4,4.301029996,50000,0,non-approve
9641,CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,inactive,302.37,3.5664,4,4,4.653770876,22193.67,0,non-approve
9642,CHEMBL1433062,COc1ccc(OC)c(N2C(=O)[C@H]3ON=C(c4ccccc4Cl)[C@H]3C2=O)c1,intermediate,386.791,2.6497,0,6,5.009444052,9784.89,0,non-approve
9643,CHEMBL1393628,Oc1nc2cc3c(cc2cc1CN(Cc1cccs1)Cc1nnnn1Cc1ccco1)OCCO3,inactive,490.545,3.6033,1,11,4.301029996,50000,0,non-approve
9644,CHEMBL1453259,CC(=O)OC1CC(C)(C)N(OC(=O)c2ccc(N)cc2)C(C)(C)C1,inactive,334.416,2.9253,1,6,4.579266026,26347.17,0,non-approve
9645,CHEMBL1313979,O=C(Nc1ccc2c(c1)nc1n2CCSC1)c1ccco1,inactive,299.355,3.1284,1,5,4.838440651,14506.39,0,non-approve
9646,CHEMBL1526157,COc1ccc(-n2c(SCC(=O)Nc3nccs3)nc3sc4c(c3c2=O)CCN(C)C4)cc1,intermediate,499.643,3.631,1,10,5.071847482,8475.25,0,non-approve
9647,CHEMBL1433155,CCCc1cc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2cc1OC(=O)c1ccco1,inactive,432.428,4.9959,0,7,4.301029996,50000,0,non-approve
9648,CHEMBL1472407,Cc1nc2cccc(C(=O)NCc3ccccc3)c2o1,inactive,266.3,3.06622,1,3,4.314985709,48418.83,0,non-approve
9649,CHEMBL3198515,CC(=N)/C(C#N)=C(/O)CSc1nnc(COc2ccccc2Cl)o1,inactive,364.814,3.76945,2,8,4.429238684,37218.71,0,non-approve
9650,CHEMBL1393976,COC(=O)c1ccc(CSc2nc(C)nc3sc(C)c(C)c23)o1,inactive,348.449,4.28846,0,7,4.310729154,48895.72,0,non-approve
9651,CHEMBL1589718,COC(=O)Oc1c(Br)c(=O)oc2ccccc12,inactive,299.076,2.7007,0,5,4.301029996,50000,0,non-approve
9652,CHEMBL1531320,O=C(NCc1ccco1)c1cc2ccc(O)cc2oc1=O,inactive,285.255,2.0216,2,5,4.844708305,14298.54,0,non-approve
9653,CHEMBL1447311,CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,inactive,437.565,3.5284,0,3,4.603613371,24910.74,0,non-approve
9654,CHEMBL1475062,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(Nc2ccccc2)CC1,active,450.608,4.72259,2,5,6.744727495,180,0,non-approve
9655,CHEMBL1356953,CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(c2ccc(C#N)cc2)CC1)n1c(=S)[nH]c2ccccc2c1=O,active,533.654,3.94257,1,8,7.096910013,80,0,non-approve
9656,CHEMBL1434189,N#Cc1ccccc1N1CCN(C(=O)CCCCCn2c(=S)[nH]c3ccccc3c2=O)CC1,active,461.591,3.83997,1,6,7.045757491,90,0,non-approve
9657,CHEMBL1475434,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,active,471.026,4.62169,1,5,6.455931956,350,0,non-approve
9658,CHEMBL1434556,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccncc2)CC1,active,437.569,3.36329,1,6,7.522878745,30,0,non-approve
9659,CHEMBL1414407,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(c2ccccc2)CC1,active,407.539,4.24549,1,4,7.301029996,50,0,non-approve
9660,CHEMBL1597831,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(N(Cc2ccccc2)c2ccccc2)CC1,active,540.733,6.31729,1,5,6.920818754,120,0,non-approve
9661,CHEMBL1322939,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccccc2O)CC1,active,424.526,2.89369,2,6,7.15490196,70,0,non-approve
9662,CHEMBL1560682,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccc(Cl)cc2)CC1,inactive,442.972,3.84149,1,5,4.703115524,19810,0,non-approve
9663,CHEMBL1434961,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,inactive,504.578,4.98709,1,5,4.368251926,42830,0,non-approve
9664,CHEMBL1455849,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc([N+](=O)[O-])c2)CC1,active,481.578,3.87649,1,7,6.075720714,840,0,non-approve
9665,CHEMBL1522446,COc1cc2[nH]c(=S)n(CCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)c(=O)c2cc1OC,intermediate,503.024,3.85869,1,7,5.627087997,2360,0,non-approve
9666,CHEMBL1395826,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(O)(c2ccc(Cl)cc2)CC1,active,486.037,4.78309,2,5,7.096910013,80,0,non-approve
9667,CHEMBL1405182,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc(O)c2)CC1,intermediate,424.526,2.89369,2,6,5.790484985,1620,0,non-approve
9668,CHEMBL1318094,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ncccn2)CC1,active,438.557,2.75829,1,7,6.920818754,120,0,non-approve
9669,CHEMBL1552932,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(Cc2cccc3ccccc23)CC1,active,472.614,4.33689,1,5,6.769551079,170,0,non-approve
9670,CHEMBL1593653,N#Cc1cccc(N2CCN(C(=O)CCCCCn3c(=S)[nH]c4ccccc4c3=O)CC2)c1,active,461.591,3.83997,1,6,7.045757491,90,0,non-approve
9671,CHEMBL1555033,COC(=O)c1ccc2c(=O)n(CCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)c(=S)[nH]c2c1,inactive,501.008,3.62809,1,7,4.726998728,18750,0,non-approve
9672,CHEMBL1433745,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc3ccccc23)CC1,active,458.587,4.34129,1,5,7.15490196,70,0,non-approve
9673,CHEMBL1318598,COc1ccc(N2CCN(C(=O)CCCn3c(=S)[nH]c4ccccc4c3=O)CC2)cc1,inactive,438.553,3.19669,1,6,4.301029996,50000,0,non-approve
9674,CHEMBL1669762,CC(=O)Oc1cc2c(c(OC(C)=O)c1)C(=O)O[C@H](C)CCCCCCC2,intermediate,362.422,3.9792,0,6,5.077793723,8360,0,non-approve
9675,CHEMBL1669776,CC(=O)Oc1cc2c(c(OC(C)=O)c1)C(=O)OCCCCCCCCCC2,inactive,376.449,4.3709,0,6,5,10000,0,non-approve
9676,CHEMBL1671971,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,intermediate,420.368,4.70188,1,6,5.657577319,2200,0,non-approve
9677,CHEMBL1784258,COc1cc(O)c(/C=C\C(C)(C)O)c2c1C(=O)C[C@@H](c1ccccc1)O2,inactive,354.402,3.8914,2,5,2.455931956,3500000,0,non-approve
9678,CHEMBL1784259,COc1cc(O)c(/C=C\C(C)(C)O)c2c1C(=O)CC(c1ccc(O)cc1)O2,inactive,370.401,3.597,3,6,3,1000000,0,non-approve
9679,CHEMBL1784260,COc1cc(O)c(/C=C\C(C)(C)O)c(O)c1C(=O)/C=C/c1ccc(O)cc1,inactive,370.401,3.4922,4,6,4.096910013,80000,0,non-approve
9680,CHEMBL1784261,C=C1CC[C@@H](O)[C@]2(C)CC[C@@](O)(C(C)C)[C@H](O)[C@@H]12,inactive,254.37,1.8616,3,3,2.552841969,2800000,0,non-approve
9681,CHEMBL1784262,COc1ccc2c(c1)OC[C@]1(O)c3cc4c(cc3O[C@H]21)OCO4,inactive,314.293,2.1376,1,6,2.301029996,5000000,0,non-approve
9682,CHEMBL1818254,Cn1cc(NC(=O)c2cc(NC(=O)CCS(C)(=O)=O)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,835.081,5.4147,6,10,8.954677021,1.11,0,non-approve
9683,CHEMBL282575,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,active,376.496,5.1228,1,3,7.187086643,65,4,approve
9684,CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,intermediate,228.291,3.4237,2,2,5.643782866,2271,0,non-approve
9685,CHEMBL153062,CCCCCCCCCc1ccc(O)cc1,active,220.356,4.6853,1,1,6.42365865,377,0,non-approve
9686,CHEMBL195437,CCCCCCCCc1ccc(O)cc1,inactive,206.329,4.2952,1,1,4.557928063,27674,0,non-approve
9687,CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,active,288.387,2.58,3,3,8.771856392,1.691,4,approve
9688,CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,intermediate,288.475,5.0903,1,1,5.950394387,1121,4,approve
9689,CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,inactive,337.463,4.221,1,3,4.749824052,17790,4,approve
9690,CHEMBL1162,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,active,298.426,3.4925,1,2,6.092588639,808,4,approve
9691,CHEMBL1201151,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,active,310.437,3.9156,1,2,7.744727495,18,4,approve
9692,CHEMBL2079587,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,active,328.5,4.1181,2,2,6.946921557,113,4,approve
9693,CHEMBL2103774,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,active,312.453,3.8826,1,2,6.363211311,433.3,4,approve
9694,CHEMBL420017,CCc1c(-c2ccc(O)cc2)c2ccc3cccc1n32,active,261.324,4.4653,1,2,8.022276395,9.5,0,non-approve
9695,CHEMBL2024376,C[C@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,active,473.594,5.9311,2,6,9.22184875,0.6,0,non-approve
9696,CHEMBL2024377,C[C@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,active,473.594,6.0736,2,6,9.698970004,0.2,0,non-approve
9697,CHEMBL1466543,Cc1cccc(C(=O)Oc2ccc3ccc(O)cc3c2)c1,inactive,278.307,4.07302,1,3,4.55129368,28100,0,non-approve
9698,CHEMBL1561191,COc1ccccc1C(=O)Oc1ccc2ccc(O)cc2c1,intermediate,294.306,3.7732,1,4,5.364516253,4320,0,non-approve
9699,CHEMBL2071183,O=C(/C=C/c1ccccc1)Oc1cccc2c(O)cccc12,intermediate,290.318,4.1642,1,3,5.501689446,3150,0,non-approve
9700,CHEMBL2071182,O=C(Oc1cccc2c(O)cccc12)c1ccc(Br)cc1,intermediate,343.176,4.5271,1,3,5.723538196,1890,0,non-approve
9701,CHEMBL1327407,Cc1cccc(C(=O)Oc2cccc3c(O)cccc23)c1,intermediate,278.307,4.07302,1,3,5.640164518,2290,0,non-approve
9702,CHEMBL2071181,CCOc1ccccc1C(=O)Oc1ccc2ccc(O)cc2c1,intermediate,308.333,4.1633,1,4,5.482804102,3290,0,non-approve
9703,CHEMBL2071180,O=C(OC(c1ccccc1)c1ccccc1)c1ccc(O)cc1,active,304.345,4.3386,1,3,6.537602002,290,0,non-approve
9704,CHEMBL2071174,COc1cccc(C(=O)Oc2cccc(O)c2)c1,inactive,244.246,2.62,1,4,4.549750892,28200,0,non-approve
9705,CHEMBL2071173,O=C(Oc1ccc2ccc(O)cc2c1)c1ccccc1F,intermediate,282.27,3.9037,1,3,5.514278574,3060,0,non-approve
9706,CHEMBL2071172,COc1ccccc1C(=O)Oc1cccc2c(O)cccc12,inactive,294.306,3.7732,1,4,4.966576245,10800,0,non-approve
9707,CHEMBL1588408,O=C(Oc1cccc2c(O)cccc12)c1ccccc1,intermediate,264.28,3.7646,1,3,5.651695137,2230,0,non-approve
9708,CHEMBL1405254,Cc1ccc(S(=O)(=O)Oc2cccc3c(O)cccc23)cc1,intermediate,314.362,3.62152,1,4,5.542118103,2870,0,non-approve
9709,CHEMBL2071171,O=C(Oc1cccc2c(O)cccc12)C1CCCCC1,intermediate,270.328,4.0311,1,3,5.70333481,1980,0,non-approve
9710,CHEMBL1348802,O=C(Oc1ccc2ccc(O)cc2c1)c1ccccc1Cl,active,298.725,4.418,1,3,6,1000,0,non-approve
9711,CHEMBL1441930,Cc1ccccc1S(=O)(=O)Oc1cccc2c(O)cccc12,active,314.362,3.62152,1,4,6.59345982,255,0,non-approve
9712,CHEMBL1702774,O=C(Oc1cccc2c(O)cccc12)c1ccccc1Cl,active,298.725,4.418,1,3,6.201349355,629,0,non-approve
9713,CHEMBL1307538,Cc1ccccc1S(=O)(=O)Oc1ccc2ccc(O)cc2c1,intermediate,314.362,3.62152,1,4,5.057000407,8770,0,non-approve
9714,CHEMBL1599080,Cc1ccccc1C(=O)Oc1cccc2c(O)cccc12,active,278.307,4.07302,1,3,6.366531544,430,0,non-approve
9715,CHEMBL2086965,O=C(N/N=C/c1cc(Br)ccc1O)c1cc2ccccc2cc1O,inactive,385.217,3.7774,3,4,4,100000,0,non-approve
9716,CHEMBL2086964,COc1cc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc(OC)c1O,inactive,390.395,4.0727,2,6,4,100000,0,non-approve
9717,CHEMBL2401848,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)Cc2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)cc1)c1ccccc1,active,643.832,7.8908,2,7,6.605548319,248,0,non-approve
9718,CHEMBL2401849,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)cc1)c1ccccc1,active,633.833,8.351,3,5,6.896196279,127,0,non-approve
9719,CHEMBL2403351,CCCCC(CCCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,intermediate,368.561,6.8891,2,2,5.537602002,2900,0,non-approve
9720,CHEMBL2392777,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,intermediate,256.345,4.04054,2,2,5.920818754,1200,0,non-approve
9721,CHEMBL1231453,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,active,268.356,4.348,2,2,6.283996656,520,0,non-approve
9722,CHEMBL2403363,CCCC(CCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,active,340.507,6.1089,2,2,6.30980392,490,0,non-approve
9723,CHEMBL2403360,CCc1cc(C(CC)(CC)c2ccc(O)c(CC)c2)ccc1O,active,312.453,5.3287,2,2,6.638272164,230,0,non-approve
9724,CHEMBL2403359,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,active,296.41,4.96484,2,2,6.638272164,230,0,non-approve
9725,CHEMBL1208076,Oc1ccc(C2(c3ccc(O)cc3)CCCC2)cc1,active,254.329,3.9579,2,2,6.769551079,170,0,non-approve
9726,CHEMBL2403346,CCC(CC)(c1ccc(O)cc1)c1ccc(O)c(C)c1,active,270.372,4.51232,2,2,6.958607315,110,0,non-approve
9727,CHEMBL2403361,CCCC(CCC)(c1ccc(O)cc1)c1ccc(O)cc1,active,284.399,4.9841,2,2,7.004364805,99,0,non-approve
9728,CHEMBL2403348,CCC(CC)(c1ccc(N)c(C)c1)c1ccc(O)c(C)c1,active,283.415,4.69734,2,2,7.008773924,98,0,non-approve
9729,CHEMBL1782331,CCC(CC)(c1ccc(O)cc1)c1ccc(O)cc1,active,256.345,4.2039,2,2,7.065501549,86,4,approve
9730,CHEMBL2403358,Cc1cc(C2(c3ccc(O)c(C)c3)CCCC2)ccc1O,active,282.383,4.57474,2,2,7.075720714,84,0,non-approve
9731,CHEMBL2403362,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(O)cc1,active,312.453,5.7643,2,2,7.102372909,79,0,non-approve
9732,CHEMBL2403347,CCC(CC)(c1cc(C)c(O)c(C)c1)c1cc(C)c(O)c(C)c1,active,312.453,5.43758,2,2,7.13076828,74,0,non-approve
9733,CHEMBL2403349,CC[Si](CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,active,300.474,3.31744,2,2,7.142667504,72,0,non-approve
9734,CHEMBL2403355,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,active,284.399,4.82074,2,2,7.602059991,25,0,non-approve
9735,CHEMBL2403357,CCCCC(CCCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,active,340.507,6.38114,2,2,7.853871964,14,0,non-approve
9736,CHEMBL2403356,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,active,312.453,5.60094,2,2,8.30980392,4.9,0,non-approve
9737,CHEMBL2407651,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc2ccc(Cl)c(Cl)c2)C1=O,intermediate,533.358,5.6093,1,4,5.13667714,7300,0,non-approve
9738,CHEMBL2407647,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]3CCc4ccccc43)C2=O)cc(OC)c1,inactive,500.551,3.9678,1,6,4.769551079,17000,0,non-approve
9739,CHEMBL2441819,COc1cc(C(=O)CCc2cc3c(cc2OC)CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H](O)CC[C@@H]23)ccc1O,inactive,464.602,5.4419,2,5,4.187700033,64908.26,0,non-approve
9740,CHEMBL2441818,COc1cc2c(cc1C=O)[C@H]1CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]1CC2,inactive,356.462,4.2955,0,4,4.187700033,64908.26,0,non-approve
9741,CHEMBL2441817,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,inactive,328.452,4.483,0,3,4.187700033,64908.26,0,non-approve
9742,CHEMBL2441816,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@H](O)/C(=C\c5ccccn5)[C@@]4(C)CC[C@@H]32)C1,inactive,421.581,5.3303,1,4,4,100000,0,non-approve
9743,CHEMBL2041096,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@]43C)[C@@H]1CC/C2=C\c1ccccn1,inactive,363.545,5.7887,1,2,4,100000,0,non-approve
9744,CHEMBL2441815,CC(=O)O[C@H]1CC[C@@]2(C)C(=C([N+](=O)[O-])C[C@H]3[C@@H]4CC/C(=C\c5ccccn5)[C@@]4(C)CC[C@@H]32)C1,inactive,450.579,5.9639,0,5,4,100000,0,non-approve
9745,CHEMBL2041093,C[C@]12CC[C@H]3[C@@H](C=CC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CC/C2=C\c1ccccn1,inactive,375.512,5.6586,1,3,4,100000,0,non-approve
9746,CHEMBL2441814,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC/C2=C\c1ccccn1,inactive,375.512,5.1759,0,3,4,100000,0,non-approve
9747,CHEMBL2441813,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC/C2=C\c1ccccn1,inactive,361.529,5.9969,0,2,4,100000,0,non-approve
9748,CHEMBL2441812,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC/C2=C\c1ccccn1,inactive,363.545,5.7887,1,2,4,100000,0,non-approve
9749,CHEMBL2441811,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC/C(=C\c5ccccn5)[C@@]4(C)CC[C@@H]32)C1,inactive,405.582,6.3595,0,3,4,100000,0,non-approve
9750,CHEMBL2441810,Cc1nc2cc(-c3n[nH]c(=S)o3)c([N+](=O)[O-])cc2[nH]1,inactive,277.265,2.49211,2,6,4,100000,0,non-approve
